COUNTY,LONG,LAT,ELEV,DATE,RAINFALL,TMIN,TMEAN,TMAX,TDMEAN,VPDMIN,VPDMAX,MONTH_YEAR,YEAR,MONTH_YEAR_STR,YEAR_STR,TMIN_INDEX,TMAX_INDEX,TMEAN_INDEX,REL_HUMIDITY
Miami-Dade,-80.5684,25.6148,7,2018-11-18,0,64.8,71.2,77.6,64.8,1.05,11.6,2018-11,2018,2018-11,2018,64.8,78.2,71.5,80.3
Miami-Dade,-80.5684,25.6148,7,2018-11-19,0,67.9,75.5,83.1,69,0.36,15.16,2018-11,2018,2018-11,2018,68,91.7,76,80.3
Miami-Dade,-80.5684,25.6148,7,2018-11-20,0,69.1,77.5,85.9,71.2,0.19,17.87,2018-11,2018,2018-11,2018,69.3,100,78.1,81
Miami-Dade,-80.5684,25.6148,7,2018-11-21,0.02,69.5,78.5,87.5,72.2,0.18,19.16,2018-11,2018,2018-11,2018,69.7,105.3,79.2,81.1
Miami-Dade,-80.5684,25.6148,7,2018-11-22,0,66.8,75.7,84.5,68.5,0.15,16.13,2018-11,2018,2018-11,2018,66.8,94.7,76.2,78.4
Miami-Dade,-80.5684,25.6148,7,2018-11-23,0.02,66.7,73.6,80.5,67.6,0.22,11.13,2018-11,2018,2018-11,2018,66.8,85.6,74,81.6
Miami-Dade,-80.5684,25.6148,7,2018-11-24,0,66.6,74.7,82.7,68,0.16,15.71,2018-11,2018,2018-11,2018,66.7,90.4,75.2,79.7
Miami-Dade,-80.5684,25.6148,7,2018-11-25,0,68.4,75.9,83.4,72.5,0.04,12.83,2018-11,2018,2018-11,2018,68.8,96,76.6,89.3
Miami-Dade,-80.5684,25.6148,7,2018-11-26,0,66.3,75.8,85.3,70.2,0.04,16.3,2018-11,2018,2018-11,2018,66.4,99,76.4,82.8
Miami-Dade,-80.5684,25.6148,7,2018-11-27,0,67.4,76.3,85.3,71.5,0.02,15.69,2018-11,2018,2018-11,2018,67.6,100.2,77,85.2
Miami-Dade,-80.5684,25.6148,7,2018-11-28,0,49.5,61,72.5,54.6,0.45,7.56,2018-11,2018,2018-11,2018,48.7,72.8,60.8,79.5
Miami-Dade,-80.5684,25.6148,7,2018-11-29,0,46.9,55.2,63.5,37.3,2.09,13.47,2018-11,2018,2018-11,2018,45.3,62.7,54,50.8
Miami-Dade,-80.5684,25.6148,7,2018-11-30,0,48.7,60.5,72.2,50.5,1.18,17.23,2018-11,2018,2018-11,2018,47.6,72.3,60,69.6
Miami-Dade,-80.5684,25.6148,7,2018-12-01,0,61.2,68.9,76.7,64.2,0.84,12.65,2018-12,2018,2018-12,2018,61.1,77.4,69.2,85
Miami-Dade,-80.5684,25.6148,7,2018-12-02,0,69.8,77.1,84.5,69.7,0.35,16.08,2018-12,2018,2018-12,2018,70,94.6,77.6,78
Miami-Dade,-80.5684,25.6148,7,2018-12-03,0,69.8,78.1,86.5,72.9,0.09,15.51,2018-12,2018,2018-12,2018,70.1,103.7,78.8,84.1
Miami-Dade,-80.5684,25.6148,7,2018-12-04,0.09,67.8,77.7,87.6,71.6,0.04,19.76,2018-12,2018,2018-12,2018,68,105.9,78.4,81.6
Miami-Dade,-80.5684,25.6148,7,2018-12-05,0.04,65.9,75.7,85.4,72.5,0.18,11.62,2018-12,2018,2018-12,2018,66.2,103.1,76.4,89.8
Miami-Dade,-80.5684,25.6148,7,2018-12-06,0,51.8,60.7,69.6,47.3,2.67,13.01,2018-12,2018,2018-12,2018,50.7,69.4,60,61.3
Miami-Dade,-80.5684,25.6148,7,2018-12-07,0,52.8,64.2,75.5,55.3,0.9,14.4,2018-12,2018,2018-12,2018,52,75.8,64,72.8
Miami-Dade,-80.5684,25.6148,7,2018-12-08,0,58.2,68.8,79.4,61.3,0.16,15.32,2018-12,2018,2018-12,2018,57.8,82.7,68.9,77
Miami-Dade,-80.5684,25.6148,7,2018-12-09,0.08,61.7,71.2,80.6,69.5,0.09,11.39,2018-12,2018,2018-12,2018,61.9,89.4,71.8,94.4
Miami-Dade,-80.5684,25.6148,7,2018-12-10,0.02,67.1,75.1,83.1,71.7,0.21,10.25,2018-12,2018,2018-12,2018,67.4,95,75.8,89.2
Miami-Dade,-80.5684,25.6148,7,2018-12-11,0,52.2,62.8,73.4,58.1,0.38,10.07,2018-12,2018,2018-12,2018,51.6,73.9,62.8,84.6
Miami-Dade,-80.5684,25.6148,7,2018-12-12,0,48.4,57.7,67,47.1,0.63,11.41,2018-12,2018,2018-12,2018,47.3,66.8,57,67.7
Miami-Dade,-80.5684,25.6148,7,2018-12-13,0,50.8,62.3,73.8,55.6,0.71,13.81,2018-12,2018,2018-12,2018,50,74.2,62.1,78.7
Miami-Dade,-80.5684,25.6148,7,2018-12-14,0,64.2,72.2,80.2,63.7,0.9,16.13,2018-12,2018,2018-12,2018,64,83.9,72.4,74.7
Miami-Dade,-80.5684,25.6148,7,2018-12-15,0.01,68.5,76.2,83.9,72,0.22,14.01,2018-12,2018,2018-12,2018,68.8,96.5,76.9,86.9
Miami-Dade,-80.5684,25.6148,7,2018-12-16,1.11,66.7,73.5,80.4,70.3,0.17,5.81,2018-12,2018,2018-12,2018,67,87.4,74.1,89.8
Miami-Dade,-80.5684,25.6148,7,2018-12-17,0,58.1,69.1,80,62.8,0.2,15.25,2018-12,2018,2018-12,2018,57.7,84.3,69.3,80.4
Miami-Dade,-80.5684,25.6148,7,2018-12-18,0,51.5,62.3,73.1,55.6,0.11,11.96,2018-12,2018,2018-12,2018,50.8,73.5,62.1,78.7
Miami-Dade,-80.5684,25.6148,7,2018-12-19,0,51.8,64.5,77.1,57.3,0.08,16.87,2018-12,2018,2018-12,2018,51.1,77.6,64.4,77.5
Miami-Dade,-80.5684,25.6148,7,2018-12-20,0,56.9,68.2,79.4,64.7,0.31,14.9,2018-12,2018,2018-12,2018,56.7,83.9,68.5,88.6
Miami-Dade,-80.5684,25.6148,7,2018-12-21,0.78,64,73.6,83.2,68.4,0.1,12.11,2018-12,2018,2018-12,2018,64,93.1,74.1,83.8
Miami-Dade,-80.5684,25.6148,7,2018-12-22,0,52.1,62.6,73.1,54.4,0.28,13.04,2018-12,2018,2018-12,2018,51.3,73.4,62.3,74.6
Miami-Dade,-80.5684,25.6148,7,2018-12-23,0,52,60.7,69.5,53.3,0.4,10.25,2018-12,2018,2018-12,2018,51.3,69.6,60.4,76.6
Miami-Dade,-80.5684,25.6148,7,2018-12-24,0,53,64,75,55.8,0.52,13.99,2018-12,2018,2018-12,2018,52.3,75.4,63.8,74.7
Miami-Dade,-80.5684,25.6148,7,2018-12-25,0,57.6,66.5,75.4,57.6,0.33,12.72,2018-12,2018,2018-12,2018,57,75.7,66.4,73.1
Miami-Dade,-80.5684,25.6148,7,2018-12-26,0,59.3,68.3,77.2,61.6,0.36,13.83,2018-12,2018,2018-12,2018,59,77.8,68.4,79.2
Miami-Dade,-80.5684,25.6148,7,2018-12-27,0,67.1,71.6,76.2,64.6,2.05,10.41,2018-12,2018,2018-12,2018,67.2,76.7,71.9,78.6
Miami-Dade,-80.5684,25.6148,7,2018-12-28,0.04,71.2,75.7,80.2,71.5,0.67,11.25,2018-12,2018,2018-12,2018,71.7,86,76.4,86.9
Miami-Dade,-80.5684,25.6148,7,2018-12-29,0,68.7,75.8,82.9,71.9,0.16,11.99,2018-12,2018,2018-12,2018,69,93.8,76.5,87.8
Miami-Dade,-80.5684,25.6148,7,2018-12-30,0,65.8,75.2,84.7,71.3,0.06,13.48,2018-12,2018,2018-12,2018,66,99.5,75.9,87.7
Miami-Dade,-80.5684,25.6148,7,2018-12-31,0,65,73.6,82.3,67.1,0.19,15.8,2018-12,2018,2018-12,2018,65,89.6,74,80.2
